
PKUP   1        0            0            0            0            0            0      0      0            0            0

SILI   1      182            0     0.997153            0         1800       300000      0      0            0            0
SILI   2      182            0      1.00068            0         1800       300000      0      0            0            0
SILI   3      182            0      1.00084            0         1800       300000      0      0            0            0
SILI   4      182            0      1.00163            0         1800       300000      0      0            0            0

C6D6   1   183.95    0.0521532  0.000380749 -3.96553e-10         0.03           20      0      0            0            0
C6D6   2   183.95    0.0224163  0.000406247  3.44416e-10         0.03           20      0      0            0            0
C6D6   3   183.95    0.0460589  0.000378155 -6.02139e-10         0.03           20      0      0            0            0
C6D6   4   183.95    0.0792231  0.000340587   2.3656e-09         0.03           20      0      0            0            0

FIMG   1      187            0      1.04085            0          0.1       300000      0      0            0            0
FIMG   2      187            0     0.986242            0          0.1       300000      0      0            0            0

LIGL   1      200            0      0.99453            0          0.1       300000      0      0            0            0

